time_s,throughput_Mbps
0,50.898100172711565
1,50.35463442717328
2,50.500479754365756
3,50.5765426283561
4,50.18296959229602
5,49.05584340817502
6,44.394096404459106
7,42.010886062699534
8,46.77451544809058
9,48.9511697283718
10,50.61757471083896
11,51.03626943005182
12,52.30240226095149
13,57.41299000366359
14,58.68163500287852
15,54.66635264562725
16,52.124875700005234
17,50.643254653617355
18,49.70733239127022
19,49.815355628827135
20,49.93091537132988
21,48.45376040194693
22,42.48987282147905
23,41.81884475148724
24,47.34338200659445
25,50.211440833202495
26,49.96315486470927
27,49.795258282304914
28,50.75379005948954
29,56.633380436489254
30,58.88679541529282
31,52.56994818652849
32,49.37823834196891
33,49.405872193436956
34,49.516407599309154
35,49.58339875438321
36,49.62191866855079
37,47.81232009211284
38,43.34652221698855
39,43.81880986026063
40,48.411053540587226
41,48.73847281101167
42,50.003768252472916
43,50.21953559777394
44,51.52614225153084
45,56.63840477311978
46,55.310305123776615
47,53.34076516459936
48,51.11917098445594
49,50.448282479370555
50,50.48359240069084
51,50.95588004396294
52,50.68624064478987
53,49.50635892604804
54,43.12042706861358
55,43.66724237190559
56,48.01161877845816
57,50.48359240069084
58,50.476893285183436
59,50.36133354268069
60,51.38169257340242
61,56.438268697336056
62,58.25624116815826
63,53.08117443868739
64,50.3454231433506
65,50.161197466896944
66,49.99539435808865
67,50.44925943371539
68,50.499502800020935
69,48.60449050086357
70,44.2701627675721
71,44.29360967184801
72,46.96488198042602
73,49.167216203485644
74,49.98032134819699
75,49.79274611398964
76,51.34694091170775
77,56.57643795467628
78,56.46171560161198
79,53.20510807557439
80,51.22049510650547
81,50.198042602187684
82,50.19636782331083
83,50.34374836447375
84,50.3454231433506
85,50.33704924896632
86,45.2055267702936
87,41.07552205997799
88,46.68184435023812
89,49.811168681635
