time_s,throughput_Mbps
0,84.53902147850452
1,83.11426615395881
2,88.75899328799092
3,91.88160384188987
4,89.20730908102524
5,89.14034255261242
6,91.74983180542509
7,90.50453082442532
8,91.8408769963531
9,98.0
10,95.9133942859976
11,90.03033581786119
12,90.133342078381
13,87.06837488644962
14,87.59920447316
15,86.47509110146004
16,82.0
17,82.93638420909899
18,87.06686467739215
19,87.78760020805397
20,91.98896917093651
21,89.34380832926745
22,90.71968734937629
23,89.9628938094121
24,93.82491894756652
25,98.0
26,95.66164002625717
27,92.84108967719705
28,90.11045178390066
29,90.15517447487608
30,88.02375019875474
31,89.52807311358103
32,82.0
33,82.7826703997523
34,90.26480116505685
35,88.32684450606652
36,90.86497840959028
37,87.53611495727314
38,88.33749574255268
39,91.1685324152423
40,90.89400894035516
41,86.91403716075013
42,82.0
43,84.72901161563671
44,88.09440665214223
45,89.24079721948559
46,89.6279305967611
47,91.75719155136625
48,90.6886104252674
49,88.5510752621884
50,93.66637441839362
51,95.85923256971454
52,95.53619534294438
53,92.23959573369609
54,91.3143857864606
55,91.35238191559833
56,87.88353030737873
57,86.47620380537624
58,84.76564520768041
59,85.70862084698268
60,87.86086953282268
61,90.19615472375224
62,88.7648973614334
63,88.17622481069469
64,91.35512658921529
65,92.35492357493388
66,92.94829964504395
67,98.0
68,96.95586312363454
69,90.38915333022177
70,90.87856733967035
71,92.75908852360944
72,90.40499373075295
73,90.3337246509062
74,82.0
75,84.32842121390345
76,89.61206991713233
77,90.2128700078181
78,91.06866159749325
79,87.47737941751654
80,90.09391503634133
81,91.62998023045061
82,95.53274662043867
83,94.50804018509318
84,95.40080475750703
85,90.74864707488108
86,91.5677791630541
87,90.47203530568949
88,87.91897289408816
89,89.1560950789843
